path_to_file,year,company_name,Identifier,ClimateRiskScore,Index,Identifier,Company Name,Country of Exchange,GICS Industry Name,Year,FV,ESG,SIZE,LEV,lctat,lctlt,chlct,CH,CF,cheat,Inventory,Fixed,Growth,NI,BoardMeetings,Female,CEO,G_score,E_score,GDPgrowth,GDPpercapita,INF
Dương/114. ERIS/ERIS 2020,2020,Eris Lifesciences Ltd,ERIS.NS,1.9129906417492404,115.0,ERIS.NS,Eris Lifesciences Ltd,India,Pharmaceuticals,2020.0,10.9564085,0.0,8.3994469,0.0036936,0.0909815,0.6461203,0.2211393,0.0,-4155489.0137687,0.0579369,0.0824584,0.0424454,16.2180296,48557501.6749388,0.0,0.0,0,0.0,0.0,-5.7777247,3.2803604,4.8148579
Dương/112. TCIE/TCIE 2022,2022,TCI Express Ltd,TCIE.NS,2.6270383246478004,337.0,TCIE.NS,TCI Express Ltd,India,Air Freight & Logistics,2022.0,3.4219463,23.7146196,7.9515915,0.0096198,0.1690478,0.8965866,0.1110753,0.0,-236124.6348588,0.0645523,0.0,0.5880752,6.0108118,16952288.218111,4.0,12.5,1,41.9071821,13.5155317,7.609365,3.370596,5.8971419
Dương/114. ERIS/ERIS 2021,2021,Eris Lifesciences Ltd,ERIS.NS,1.6947483246752628,115.0,ERIS.NS,Eris Lifesciences Ltd,India,Pharmaceuticals,2021.0,9.1326865,36.6973479,8.4761851,0.0371487,0.087867,0.5487373,0.2548010,0.0,1838569.5125518,0.0789956,0.0791118,0.0844389,7.1063671,53462650.2277955,5.0,25.0,1,56.4039503,33.5144447,9.6895925,3.3501731,8.3549077
Dương/112. TCIE/TCIE 2023,2023,TCI Express Ltd,TCIE.NS,1.7510183181601144,337.0,TCIE.NS,TCI Express Ltd,India,Air Freight & Logistics,2023.0,2.9529656,31.9151443,8.0087279,0.0122998,0.1517956,0.8814612,0.1317685,0.0,385122.9754049,0.1435786,0.0,0.5446956,-0.4102279,15797240.5518896,4.0,12.5,1,43.7700133,38.0546267,9.1907549,3.4031412,2.5919495
Dương/107. LTIM/LTIM 2023,2023,LTIMindtree Ltd,LTIM.NS,2.3700310939509235,235.0,LTIM.NS,LTIMindtree Ltd,India,IT Services,2023.0,5.4164981,61.6996843,9.5194209,0.0751224,0.2083663,0.7611121,0.2890201,0.0039364,-62111577.6844631,0.3999678,0.0001088,0.1459819,5.5055862,550041991.60168,8.0,7.1428571,1,40.8230177,49.7492599,9.1907549,3.4031412,2.5919495
Dương/114. ERIS/ERIS 2022,2022,Eris Lifesciences Ltd,ERIS.NS,1.325587014524729,115.0,ERIS.NS,Eris Lifesciences Ltd,India,Pharmaceuticals,2022.0,6.1804494,46.38916,8.6496893,0.2390599,0.1208599,0.3012444,0.1263940,0.0,627069.1333982,0.0349784,0.054402,0.102903,15.5702901,45540408.9581305,6.0,12.5,1,55.7981612,42.961039,7.609365,3.370596,5.8971419
Dương/112. TCIE/TCIE 2024,2024,TCI Express Ltd,TCIE.NS,2.033023529447203,337.0,TCIE.NS,TCI Express Ltd,India,Air Freight & Logistics,2024.0,2.7597017,38.579514,8.031438,0.0107331,0.1466935,0.8737033,0.0871920,0.0,-615564.6576946,0.1834154,0.0,0.5201546,-6.0011941,10042129.9005266,4.0,12.5,1,45.1071448,43.9786509,6.4842236,3.4308268,3.2018101
Dương/114. ERIS/ERIS 2023,2023,Eris Lifesciences Ltd,ERIS.NS,1.325587014524729,115.0,ERIS.NS,Eris Lifesciences Ltd,India,Pharmaceuticals,2023.0,3.3080219,46.720293,8.9266954,0.3950409,0.3596455,0.5684578,0.0371791,0.0,4585842.8314337,0.3598360,0.042983,0.0793002,17.5242174,47636952.6094781,6.0,12.5,1,65.5030932,35.3394842,9.1907549,3.4031412,2.5919495
Dương/115. GODE/GODE 2018,2018,Godrej Agrovet Ltd,GODE.NS,2.2852285243227324,144.0,GODE.NS,Godrej Agrovet Ltd,India,Food Products,2018.0,2.7025981,0.0,8.7867303,0.0939978,0.4448308,0.7509021,0.0147618,0.0,-296328.4186181,0.0078985,0.2289819,0.4329851,6.9856311,50495808.0370049,0.0,0.0,0,0.0,0.0,6.4538513,3.2936397,3.8842403
Dương/116. TABE/TABE 2019,2019,Tasty Bite Eatables Ltd,TABE.NS,1.500050941201747,332.0,TABE.NS,Tasty Bite Eatables Ltd,India,Food Products,2019.0,7.3933635,0.0,7.5996957,0.2373038,0.3362307,0.7379062,0.0761956,0.0,-10221.284165,0.0313677,0.2212809,0.4161183,16.0473603,5230642.6134629,0.0,0.0,0,0.0,0.0,3.8714369,3.3099342,2.4055172
Dương/116. TABE/TABE 2018,2018,Tasty Bite Eatables Ltd,TABE.NS,1.3059717471331316,332.0,TABE.NS,Tasty Bite Eatables Ltd,India,Food Products,2018.0,8.9194983,0.0,7.5117796,0.171359,0.2560133,0.6202348,0.1347542,0.0,301691.2402428,0.0380379,0.2346147,0.4103264,7.0140849,4345649.031512,0.0,0.0,0,0.0,0.0,6.4538513,3.2936397,3.8842403
Dương/114. ERIS/ERIS 2024,2024,Eris Lifesciences Ltd,ERIS.NS,1.727492965206979,115.0,ERIS.NS,Eris Lifesciences Ltd,India,Pharmaceuticals,2024.0,3.4031305,45.1081815,8.915439,0.3523191,0.1964107,0.3305702,0.1445211,0.0,12345231.1293154,0.0284531,0.0553947,0.1036247,40.4841046,43846693.9730837,5.0,12.5,1,60.1328519,35.3766085,6.4842236,3.4308268,3.2018101
Dương/115. GODE/GODE 2020,2020,Godrej Agrovet Ltd,GODE.NS,2.3622980339692248,144.0,GODE.NS,Godrej Agrovet Ltd,India,Food Products,2020.0,2.5659851,0.0,8.8170073,0.2132767,0.4109291,0.7459798,0.0246600,0.0,-16407.563887,0.0111220,0.2233352,0.4394084,-7.3113704,47523141.5015656,0.0,0.0,0,0.0,0.0,-5.7777247,3.2803604,4.8148579
Dương/115. GODE/GODE 2019,2019,Godrej Agrovet Ltd,GODE.NS,2.6213855468207314,144.0,GODE.NS,Godrej Agrovet Ltd,India,Food Products,2019.0,2.6953909,0.0,8.7951163,0.1411477,0.4702598,0.8013778,0.0220112,2.13e-05,2784968.07508,0.0109823,0.2060408,0.4256325,8.0690679,39900176.5494538,0.0,0.0,0,0.0,0.0,3.8714369,3.3099342,2.4055172
Dương/115. GODE/GODE 2022,2022,Godrej Agrovet Ltd,GODE.NS,2.405585866999113,144.0,GODE.NS,Godrej Agrovet Ltd,India,Food Products,2022.0,2.4608021,23.5453381,8.8245914,0.2612127,0.4334673,0.8026205,0.0112364,0.0,-564751.7039922,0.0048375,0.2709449,0.4413948,4.2564293,35949367.0886076,4.0,38.4615385,1,20.1349133,49.1322241,7.609365,3.370596,5.8971419
Dương/116. TABE/TABE 2021,2021,Tasty Bite Eatables Ltd,TABE.NS,2.069811271939795,332.0,TABE.NS,Tasty Bite Eatables Ltd,India,Food Products,2021.0,5.0514229,0.0,7.754042,0.3203247,0.2450768,0.4942145,0.0375060,0.0,-4065669.4079424,0.0085267,0.1705531,0.5810416,-6.9486112,1360712.7141265,0.0,0.0,0,0.0,0.0,9.6895925,3.3501731,8.3549077
Dương/115. GODE/GODE 2021,2021,Godrej Agrovet Ltd,GODE.NS,2.749313756324646,144.0,GODE.NS,Godrej Agrovet Ltd,India,Food Products,2021.0,2.2587605,13.6107969,8.8666948,0.2862971,0.4720173,0.8291933,0.0118980,0.0,-2275320.3498223,0.0069072,0.2764027,0.3869849,27.7157301,55222960.3143025,5.0,35.7142857,1,19.2135493,14.6793602,9.6895925,3.3501731,8.3549077
Dương/116. TABE/TABE 2020,2020,Tasty Bite Eatables Ltd,TABE.NS,1.8926735201697489,332.0,TABE.NS,Tasty Bite Eatables Ltd,India,Food Products,2020.0,4.7798944,0.0,7.7866656,0.3899399,0.2685102,0.498821,0.2897696,0.0,3710980.7621313,0.1196695,0.1838685,0.4932806,-6.7856780,5391798.9526505,0.0,0.0,0,0.0,0.0,-5.7777247,3.2803604,4.8148579
Dương/115. GODE/GODE 2024,2024,Godrej Agrovet Ltd,GODE.NS,2.7227916608996265,144.0,GODE.NS,Godrej Agrovet Ltd,India,Food Products,2024.0,2.5098891,39.1351002,8.8099114,0.2530788,0.399281,0.854251,0.0070922,0.0038271,-1524868.3440609,0.0062973,0.2500059,0.4747833,-4.2713949,47205383.2650673,4.0,46.1538462,1,31.6408367,58.5190575,6.4842236,3.4308268,3.2018101
Dương/115. GODE/GODE 2023,2023,Godrej Agrovet Ltd,GODE.NS,2.518718340942182,144.0,GODE.NS,Godrej Agrovet Ltd,India,Food Products,2023.0,2.4039781,30.9305129,8.8352183,0.2482576,0.384511,0.7307537,0.0226816,3.5e-06,2764247.1505699,0.0103946,0.2641941,0.4639338,0.5373839,43125374.925015,4.0,42.8571429,1,11.2853952,52.5759992,9.1907549,3.4031412,2.5919495
Dương/12. VNM/VNM 2018,2018,Vietnam Dairy Products JSC,VNM.HM,1.5316377757872583,670.0,VNM.HM,Vietnam Dairy Products JSC,Vietnam,Food Products,2018.0,2.984865,0.0,9.2071771,0.0341445,0.2847391,0.9183959,0.1008131,0.012043,24117044.1358344,0.2879105,0.1478839,0.3724235,0.8037658,440087525.279862,0.0,0.0,0,0.0,0.0,7.4650069,3.5081673,3.6266473
Dương/12. VNM/VNM 2019,2019,Vietnam Dairy Products JSC,VNM.HM,1.5648998694609326,670.0,VNM.HM,Vietnam Dairy Products JSC,Vietnam,Food Products,2019.0,2.4649983,55.9778829,9.2853615,0.1224714,0.3231072,0.839905,0.1646893,0.0064119,49310969.3487549,0.4044660,0.1114778,0.3285861,7.2340412,455497470.151914,4.0,33.3333333,1,36.3888889,60.1373287,7.3592627,3.5366721,2.4232269
Dương/12. VNM/VNM 2020,2020,Vietnam Dairy Products JSC,VNM.HM,1.9061361709154647,670.0,VNM.HM,Vietnam Dairy Products JSC,Vietnam,Food Products,2020.0,2.2658764,68.0721571,9.3220891,0.1545227,0.2934528,0.8294368,0.0607806,0.0257552,-24011782.5257911,0.4364658,0.1012764,0.2845186,6.3554141,487027838.497182,4.0,44.4444444,1,71.8039216,68.3668508,2.8654132,3.5482714,1.4674781
Dương/12. VNM/VNM 2021,2021,Vietnam Dairy Products JSC,VNM.HM,1.0,670.0,VNM.HM,Vietnam Dairy Products JSC,Vietnam,Food Products,2021.0,1.9963607,72.1844912,9.3685804,0.1773404,0.3200384,0.8429212,0.0695642,0.0217729,10396891.9504929,0.4877963,0.1269973,0.2390689,3.2476460,465828520.152464,5.0,40.0,1,78.9136302,71.4518703,2.5537285,3.5686937,2.8807679
Dương/116. TABE/TABE 2023,2023,Tasty Bite Eatables Ltd,TABE.NS,2.217644821059647,332.0,TABE.NS,Tasty Bite Eatables Ltd,India,Food Products,2023.0,5.2675704,45.1527741,7.7291084,0.1935178,0.1831215,0.5108509,0.0310513,0.0134319,-594001.19976,0.0182600,0.2202674,0.5738866,11.9712429,4981043.7912418,9.0,28.5714286,0,43.6450568,38.4494732,9.1907549,3.4031412,2.5919495
Dương/116. TABE/TABE 2024,2024,Tasty Bite Eatables Ltd,TABE.NS,1.6467068143216004,332.0,TABE.NS,Tasty Bite Eatables Ltd,India,Food Products,2024.0,5.2828141,43.5626878,7.7263251,0.1592697,0.1717019,0.5436385,0.0428522,0.0263721,796723.229959,0.0335144,0.2005661,0.5207317,0.0851472,2996840.2574605,5.0,25.0,1,35.6619681,36.7142714,6.4842236,3.4308268,3.2018101
Dương/116. TABE/TABE 2022,2022,Tasty Bite Eatables Ltd,TABE.NS,1.419889060352642,332.0,TABE.NS,Tasty Bite Eatables Ltd,India,Food Products,2022.0,5.0964096,45.4726434,7.7490509,0.2915288,0.2718482,0.5761566,0.0076601,0.0271816,1160053.5540409,0.0289295,0.2042294,0.5642837,18.0971891,3676971.7624148,7.0,28.5714286,0,36.3700938,41.726666,7.609365,3.370596,5.8971419
Dương/12. VNM/VNM 2023,2023,Vietnam Dairy Products JSC,VNM.HM,1.5668944470446404,670.0,VNM.HM,Vietnam Dairy Products JSC,Vietnam,Food Products,2023.0,2.1817012,70.8918016,9.3367003,0.160541,0.3253767,0.8170402,0.0598346,0.0358158,25230166.2118714,0.4626749,0.1163412,0.2396931,-2.0094663,371778819.664056,4.0,27.2727273,1,68.980464,69.0592236,5.0650239,3.6358204,2.0933909
Dương/12. VNM/VNM 2022,2022,Vietnam Dairy Products JSC,VNM.HM,2.0854378716962176,670.0,VNM.HM,Vietnam Dairy Products JSC,Vietnam,Food Products,2022.0,2.2715845,70.638846,9.3124905,0.101751,0.3157505,0.8215488,0.0867124,0.020059,-2058803.3341804,0.3573538,0.1142174,0.2612376,-4.8529561,363302639.547226,4.0,30.0,1,74.5604396,68.5335152,8.5375005,3.6178071,4.442833
Dương/12. VNM/VNM 2024,2024,Vietnam Dairy Products JSC,VNM.HM,2.844243150257111,670.0,VNM.HM,Vietnam Dairy Products JSC,Vietnam,Food Products,2024.0,2.2219083,75.0266665,9.3345505,0.1684559,0.335329,0.8106873,0.1017329,0.0063216,-26926359.0208006,0.4606833,0.1033049,0.2372425,-2.5584359,370992660.516091,16.0,30.0,1,81.5445665,68.7918867,7.0911875,3.6736926,4.1595862
Dương/120. MISR/MISR 2018,2018,Mishra Dhatu Nigam Ltd,MISR.NS,1.9611815405575657,251.0,MISR.NS,Mishra Dhatu Nigam Ltd,India,Metals & Mining,2018.0,3.1831445,0.0,8.4212035,0.0584528,0.2923829,0.5389127,0.0257431,0.0692224,1835501.5900549,0.0965449,0.2827801,0.3281236,0.4425135,18871928.3029777,0.0,0.0,0,0.0,0.0,6.4538513,3.2936397,3.8842403
Dương/121. BARA/BARA 2018,2018,Bharat Dynamics Ltd,BARA.NS,1.3790036156455896,42.0,BARA.NS,Bharat Dynamics Ltd,India,Aerospace & Defense,2018.0,8.5297188,0.0,8.8978812,0.000332,0.5338142,0.9122611,0.0006751,0.002743,-2144290.2572998,0.0566716,0.3463563,0.1571746,-37.0307962,61085169.1240243,0.0,0.0,0,0.0,0.0,6.4538513,3.2936397,3.8842403
Dương/120. MISR/MISR 2019,2019,Mishra Dhatu Nigam Ltd,MISR.NS,1.5465833242780849,251.0,MISR.NS,Mishra Dhatu Nigam Ltd,India,Metals & Mining,2019.0,2.6861857,0.0,8.5025661,0.0557623,0.2907957,0.484059,0.0141622,0.0262237,-513201.3858468,0.0365938,0.3813288,0.3524206,-7.9055238,20987654.8126319,0.0,0.0,0,0.0,0.0,3.8714369,3.3099342,2.4055172
Dương/120. MISR/MISR 2020,2020,Mishra Dhatu Nigam Ltd,MISR.NS,1.5465833242780849,251.0,MISR.NS,Mishra Dhatu Nigam Ltd,India,Metals & Mining,2020.0,2.5395621,0.0,8.5266604,0.0652383,0.2613074,0.4629488,0.0527095,0.0243973,3281909.2935176,0.0403482,0.3262374,0.3971189,17.5027764,22754939.3603785,0.0,0.0,0,0.0,0.0,-5.7777247,3.2803604,4.8148579
Dương/121. BARA/BARA 2019,2019,Bharat Dynamics Ltd,BARA.NS,1.3790036156455896,42.0,BARA.NS,Bharat Dynamics Ltd,India,Aerospace & Defense,2019.0,8.6447039,0.0,8.8777585,0.0019242,0.407125,0.75189,0.0010778,0.0518894,37191297.3066252,0.1179808,0.1875365,0.147159,-7.3943797,71004845.1541821,0.0,0.0,0,0.0,0.0,3.8714369,3.3099342,2.4055172
Dương/120. MISR/MISR 2021,2021,Mishra Dhatu Nigam Ltd,MISR.NS,1.5465833242780849,251.0,MISR.NS,Mishra Dhatu Nigam Ltd,India,Metals & Mining,2021.0,2.295967,0.0,8.563713,0.1294486,0.2885941,0.504509,0.0123136,0.0189244,-3161285.5625851,0.0244800,0.3931244,0.3847306,1.8390797,23269307.2855046,0.0,0.0,0,0.0,0.0,9.6895925,3.3501731,8.3549077
Dương/120. MISR/MISR 2023,2023,Mishra Dhatu Nigam Ltd,MISR.NS,1.8780790425356384,251.0,MISR.NS,Mishra Dhatu Nigam Ltd,India,Metals & Mining,2023.0,2.3930732,17.5898492,8.5423044,0.1489092,0.2667915,0.4886598,0.0212509,1.4e-06,262207.5584883,0.0056732,0.45201,0.3823312,21.2650037,11011613.6772645,7.0,16.6666667,1,8.1335892,15.1587882,9.1907549,3.4031412,2.5919495
Dương/120. MISR/MISR 2022,2022,Mishra Dhatu Nigam Ltd,MISR.NS,1.7908587892112242,251.0,MISR.NS,Mishra Dhatu Nigam Ltd,India,Metals & Mining,2022.0,2.4088495,15.8470257,8.5421316,0.1706895,0.2797634,0.5077362,0.0178436,0.0,537232.2297955,0.0047500,0.4285846,0.3809255,-6.2792565,19019535.053554,5.0,0.0,1,6.1143838,7.3678513,7.609365,3.370596,5.8971419
Dương/121. BARA/BARA 2021,2021,Bharat Dynamics Ltd,BARA.NS,1.3790036156455896,42.0,BARA.NS,Bharat Dynamics Ltd,India,Aerospace & Defense,2021.0,7.3824777,0.0,8.9369109,0.0009944,0.3932213,0.7304902,0.0118369,0.035724,-25279243.8611146,0.3070147,0.2974806,0.1221563,41.8564012,65864977.4575963,0.0,0.0,0,0.0,0.0,9.6895925,3.3501731,8.3549077
Dương/121. BARA/BARA 2020,2020,Bharat Dynamics Ltd,BARA.NS,1.3790036156455896,42.0,BARA.NS,Bharat Dynamics Ltd,India,Aerospace & Defense,2020.0,7.9058976,0.0,8.9112371,0.0012936,0.4228571,0.7692903,0.0015814,0.0759691,22093919.6302829,0.2929918,0.2842189,0.1348563,-36.3135475,35244158.2236078,0.0,0.0,0,0.0,0.0,-5.7777247,3.2803604,4.8148579
Dương/120. MISR/MISR 2024,2024,Mishra Dhatu Nigam Ltd,MISR.NS,1.7643131789296471,251.0,MISR.NS,Mishra Dhatu Nigam Ltd,India,Metals & Mining,2024.0,2.3868879,20.6546492,8.5328748,0.1200007,0.2352129,0.4571388,0.0000000,0.0174572,-654745.4651843,0.0239935,0.4394963,0.3761278,-2.3278149,12971023.9906378,8.0,16.6666667,1,9.3117997,18.7591416,6.4842236,3.4308268,3.2018101
Dương/121. BARA/BARA 2023,2023,Bharat Dynamics Ltd,BARA.NS,0.0,42.0,BARA.NS,Bharat Dynamics Ltd,India,Aerospace & Defense,2023.0,5.1302653,42.9287282,9.0936171,0.0003618,0.2906908,0.4484045,0.1267906,0.0205697,-55073989.2021596,0.4806107,0.3411626,0.0771879,-6.1839940,73511769.6460708,6.0,8.3333333,1,52.3365709,29.8836032,9.1907549,3.4031412,2.5919495
Dương/121. BARA/BARA 2024,2024,Bharat Dynamics Ltd,BARA.NS,1.0,42.0,BARA.NS,Bharat Dynamics Ltd,India,Aerospace & Defense,2024.0,4.498766,42.8989742,9.1380479,0.0001801,0.3713157,0.5638004,0.0000000,0.0113994,-53830918.6658865,0.4863286,0.2252597,0.0711481,37.7148801,64323604.447045,5.0,10.0,1,56.6361752,26.2059065,6.4842236,3.4308268,3.2018101
Dương/121. BARA/BARA 2022,2022,Bharat Dynamics Ltd,BARA.NS,2.3170885061597186,42.0,BARA.NS,Bharat Dynamics Ltd,India,Aerospace & Defense,2022.0,6.0350565,39.8961221,9.0234804,0.0006005,0.2543654,0.403954,0.3499822,0.0323749,95890944.4985394,0.5431012,0.2384851,0.0894202,-18.3730084,42864520.4479065,5.0,9.0909091,1,58.6523539,26.4015731,7.609365,3.370596,5.8971419
Dương/122. GRSE/GRSE 2018,2018,Garden Reach Shipbuilders & Engineers Ltd,GRSE.NS,1.2290021800073974,154.0,GRSE.NS,Garden Reach Shipbuilders & Engineers Ltd,India,Aerospace & Defense,2018.0,5.790614,0.0,8.7822263,0.0,0.732339,0.9736092,0.6453180,0.0022135,-378476.438277,0.5291533,0.0834308,0.0791093,-3.3196805,15891688.3492339,0.0,0.0,0,0.0,0.0,6.4538513,3.2936397,3.8842403
Dương/122. GRSE/GRSE 2019,2019,Garden Reach Shipbuilders & Engineers Ltd,GRSE.NS,1.9264518512226765,154.0,GRSE.NS,Garden Reach Shipbuilders & Engineers Ltd,India,Aerospace & Defense,2019.0,4.7921039,0.0,8.8541316,0.0009141,0.7887977,0.97769,0.0000000,0.4849992,95569431.7231492,0.6296068,0.0819113,0.0651446,-5.0629668,21701206.6425073,0.0,0.0,0,0.0,0.0,3.8714369,3.3099342,2.4055172
Dương/122. GRSE/GRSE 2020,2020,Garden Reach Shipbuilders & Engineers Ltd,GRSE.NS,2.479362512769325,154.0,GRSE.NS,Garden Reach Shipbuilders & Engineers Ltd,India,Aerospace & Defense,2020.0,3.6398155,0.0,8.9672982,0.0005445,0.8179727,0.9827116,0.0016798,0.0,-98432667.4596989,0.6111897,0.1161507,0.0716875,-18.0148124,20984070.9900598,0.0,0.0,0,0.0,0.0,-5.7777247,3.2803604,4.8148579
Dương/122. GRSE/GRSE 2021,2021,Garden Reach Shipbuilders & Engineers Ltd,GRSE.NS,1.9562770278532249,154.0,GRSE.NS,Garden Reach Shipbuilders & Engineers Ltd,India,Aerospace & Defense,2021.0,3.3677032,0.0,9.002388,0.0014681,0.8197494,0.9815221,0.0015524,0.0,51659.1261821,0.3920966,0.3196988,0.0660676,48.1852847,24970132.303225,0.0,0.0,0,0.0,0.0,9.6895925,3.3501731,8.3549077
Dương/122. GRSE/GRSE 2022,2022,Garden Reach Shipbuilders & Engineers Ltd,GRSE.NS,1.8046543616467168,154.0,GRSE.NS,Garden Reach Shipbuilders & Engineers Ltd,India,Aerospace & Defense,2022.0,2.5531801,23.587887,9.1177944,0.0289634,0.8575459,0.987048,0.0015134,0.0,520070.593963,0.5529347,0.4095597,0.0467797,34.8599101,27765822.7848101,7.0,0.0,1,20.397766,20.2714292,7.609365,3.370596,5.8971419
Dương/122. GRSE/GRSE 2023,2023,Garden Reach Shipbuilders & Engineers Ltd,GRSE.NS,2.016776475342863,154.0,GRSE.NS,Garden Reach Shipbuilders & Engineers Ltd,India,Aerospace & Defense,2023.0,2.6781077,24.1024825,9.0898991,0.0064057,0.824856,0.9857642,0.0006232,0.0,-1045650.869826,0.3409289,0.4216853,0.0484396,38.2721200,42863551.2897421,7.0,0.0,1,16.3845193,18.3512759,9.1907549,3.4031412,2.5919495
Dương/122. GRSE/GRSE 2024,2024,Garden Reach Shipbuilders & Engineers Ltd,GRSE.NS,1.8507891711517632,154.0,GRSE.NS,Garden Reach Shipbuilders & Engineers Ltd,India,Aerospace & Defense,2024.0,2.615783,22.8229414,9.0834058,0.0009338,0.7870451,0.984807,0.0000000,0.3604182,-162352.2527794,0.3745663,0.343072,0.0502867,37.8080066,61720748.9760094,9.0,0.0,1,14.3525656,16.3602804,6.4842236,3.4308268,3.2018101
Dương/124. PSPP/PSPP 2018,2018,PSP Projects Ltd,PSPP.NS,1.183500722401245,287.0,PSPP.NS,PSP Projects Ltd,India,Construction & Engineering,2018.0,2.8428133,0.0,8.0263551,0.0422641,0.4958798,0.9965487,0.0975227,0.0,-3954322.0583984,0.3486999,0.1197335,0.1389613,31.5257264,12895359.9306158,0.0,0.0,0,0.0,0.0,6.4538513,3.2936397,3.8842403
Dương/124. PSPP/PSPP 2019,2019,PSP Projects Ltd,PSPP.NS,2.510755882133573,287.0,PSPP.NS,PSP Projects Ltd,India,Construction & Engineering,2019.0,2.3578282,0.0,8.1066162,0.0829077,0.5230221,0.9899328,0.0820490,0.0,766609.5867681,0.2458775,0.1136309,0.1105498,31.0734119,16994557.498042,0.0,0.0,0,0.0,0.0,3.8714369,3.3099342,2.4055172
Dương/124. PSPP/PSPP 2020,2020,PSP Projects Ltd,PSPP.NS,2.2689273486124035,287.0,PSPP.NS,PSP Projects Ltd,India,Construction & Engineering,2020.0,2.2051367,0.0,8.1320792,0.0846013,0.4558062,0.9921528,0.2558437,0.0,10156323.0649329,0.2449606,0.1064037,0.1579608,-14.7498809,11398567.0727539,0.0,0.0,0,0.0,0.0,-5.7777247,3.2803604,4.8148579
Dương/124. PSPP/PSPP 2021,2021,PSP Projects Ltd,PSPP.NS,2.348866443637428,287.0,PSPP.NS,PSP Projects Ltd,India,Construction & Engineering,2021.0,1.8002587,0.0,8.2236783,0.0784475,0.4445223,0.9679478,0.1558364,0.0,-3636560.0634507,0.1908293,0.1232358,0.1621726,35.7440760,21906671.0231959,0.0,0.0,0,0.0,0.0,9.6895925,3.3501731,8.3549077
Dương/124. PSPP/PSPP 2022,2022,PSP Projects Ltd,PSPP.NS,1.8821452725083392,287.0,PSPP.NS,PSP Projects Ltd,India,Construction & Engineering,2022.0,1.4180103,39.1774636,8.3321822,0.0821239,0.5235134,0.9583204,0.1018243,0.0,743111.0029211,0.1762024,0.1533917,0.1450895,2.4100309,16387682.570594,8.0,28.5714286,1,45.654489,28.1965184,7.609365,3.370596,5.8971419
Dương/124. PSPP/PSPP 2023,2023,PSP Projects Ltd,PSPP.NS,2.045485005369392,287.0,PSPP.NS,PSP Projects Ltd,India,Construction & Engineering,2023.0,1.2799605,40.411258,8.3880315,0.2234397,0.5290365,0.960456,0.1049655,0.0,2278920.2159568,0.1267496,0.1970936,0.158897,27.4644105,14811997.6004799,4.0,33.3333333,1,35.3396749,36.6862787,9.1907549,3.4031412,2.5919495
Dương/125. DIXO/DIXO 2018,2018,Dixon Technologies (India) Ltd,DIXO.NS,1.947384762414916,95.0,DIXO.NS,Dixon Technologies (India) Ltd,India,Household Durables,2018.0,53.8334643,0.0,8.3339177,0.0946382,0.6225042,0.8338096,0.0155287,0.0,254379.8785776,0.0214764,0.2802559,0.1708564,-1.5604672,9158441.7461694,0.0,0.0,0,0.0,0.0,6.4538513,3.2936397,3.8842403
Dương/124. PSPP/PSPP 2024,2024,PSP Projects Ltd,PSPP.NS,1.572941356194222,287.0,PSPP.NS,PSP Projects Ltd,India,Construction & Engineering,2024.0,1.1362955,36.8200212,8.439922,0.1153942,0.4771733,0.9813785,0.0710025,0.054447,-3906237.565828,0.3733497,0.1376673,0.1312025,-2.2108904,6782960.795787,4.0,33.3333333,1,22.7602343,36.0226653,6.4842236,3.4308268,3.2018101
Dương/125. DIXO/DIXO 2020,2020,Dixon Technologies (India) Ltd,DIXO.NS,1.5853866252745554,95.0,DIXO.NS,Dixon Technologies (India) Ltd,India,Household Durables,2020.0,30.1695838,0.0,8.5900444,0.103504,0.6574055,0.8873081,0.0341261,0.0,-4350069.048498,0.0965529,0.2773348,0.2145179,50.9455667,21848202.6881059,0.0,0.0,0,0.0,0.0,-5.7777247,3.2803604,4.8148579
Dương/125. DIXO/DIXO 2019,2019,Dixon Technologies (India) Ltd,DIXO.NS,1.8000810590195513,95.0,DIXO.NS,Dixon Technologies (India) Ltd,India,Household Durables,2019.0,52.1671748,0.0,8.3527524,0.105718,0.6092257,0.8945426,0.0925120,0.0,10782711.4279267,0.0688032,0.2995944,0.2422189,35.3928732,15995659.2728286,0.0,0.0,0,0.0,0.0,3.8714369,3.3099342,2.4055172
Dương/125. DIXO/DIXO 2021,2021,Dixon Technologies (India) Ltd,DIXO.NS,1.9731632083137505,95.0,DIXO.NS,Dixon Technologies (India) Ltd,India,Household Durables,2021.0,20.5808258,0.0,8.7509067,0.1559209,0.6396496,0.8340136,0.0644982,0.0,14835035.980891,0.1054717,0.2767461,0.2282444,59.8512710,25075953.8032237,0.0,0.0,0,0.0,0.0,9.6895925,3.3501731,8.3549077
Dương/129. CMSN/CMSN 2018,2018,CMS Info Systems Ltd,CMSN.NS,0.0,74.0,CMSN.NS,CMS Info Systems Ltd,India,Commercial Services & Supplies,2018.0,6.1479195,0.0,8.1303417,0.0,0.2079401,0.9881697,0.0000000,0.1290309,7331165.0766117,0.2739717,0.0445828,0.0705811,14.2773690,13182711.7664065,0.0,0.0,0,0.0,0.0,6.4538513,3.2936397,3.8842403
